original,result,corrected
11011101011101100000101110011010101111011011000110100101101110001100101,fail,110111010111011000001011100110101011010110110001101001011011100010001010
11001101011101100000101110100011100101,fail,11001101011101100000101110100011100101
1100110001110110000010111010001010010101110011,fail,1100110001110110000010111010001010010101110011
01011100011101100000101110100011100101011101110110000101111001,fail,01001100011101100000101110000001100101011101110110000101111001
110111010111011000001011101000101010000110010101110010,ok,
01001101011101100000101110100010101000011001010111001001100101011100100,fail,01001101011101100000101110100010101000011001010111001001100101011100100
0000110001110110000010111010001010100001100101011100100110100100110111001100111,ok,
0000110001110111000010111010101010011101100101,fail,0000110001110111000010111010101010011101100101
11011100011101110000101110110011100101,fail,11011100011101110000101110110011100101
11001101011101100000101111001,ok,
00011100011101110000101111001010110011,ok,
10011100011101110000101111010011100101011101000111010001100101,fail,10011100011101110000101111010011100101011101000111010001100101
110011010111011100010,ok,
10001101011101100001001100001,ok,
10011101011101100001001110000,fail,10011101011111110001001110001
010111010111011000011,ok,
00001100011101100001101100011,fail,00001100011101100001101100011
000111010111011100100,ok,
01001101011101100010001110000,ok,
100011010111011000101,ok,
01001100011101100010101100001011110010,ok,
01011101011101110010101100101010101011,ok,
11011100011101100010101101100,ok,
01001101011101110010101101101,ok,
11001101011101110010101101110,fail,11001101011101110010101101110
000111000111011000101011011100101001000110010101110010,ok,
11011100011101100010101101110011100101,ok,
1101110001110110001010110111001010010101100001011011000110111100110011101111001,fail,1111110101010110001010110111001010010101100001011011000110111100110011101111001
00001100011101110010101101110010100101011100100110000101101100,ok,
1000110101110111001010110111001010010101110010011000010110110001110110001111001,fail,1000110101110111001010110111001010010101110010011000010110110001110110001111001
00001100011101110010101101110010100101011100100110000101110100001100101,fail,00001100011101110010101101110010100101011100100110000101110100001100101
0101110101110111001010110111001010010101110010011000010111010001110010101100100,fail,0101110101110111001010110111001010010101110010011000010111010001110010101100100
1000110101110111001010110111001010010101110010011000010111010001110010101110011,fail,1000110101110111001010110111001010010101110010011000010111010001110010101110011
010011010111011000101011011100101001010111001001100001011101000011010010110111001100111,fail,0100110101110110001010110111000010010101110010011000000111010000110100101100110011001110
010111000111011000101011011100101001010111001001100001011101000111010010110111101101110,fail,010111000111011000101011011100101001010111001001100001011101000111010010110111101101110
11011101011101110010101101110010100101011100100110000101110100001101001011011110110111001110011,fail,11011101011101110010101101110010100101011100100110000101110100001101001011011110110111001110011
0001110001110111001010110111001010010101110010011000010111010000110111101110010,ok,
100111000111011000101011011100101001010111001001100001011101000111011110111001001110011,fail,100111000111011000101011011100101001010111001001100001011101000111011110111001001110011
11011100011101100010101101110011100101011100100110100101100011,fail,11011100011101100010101101110011100101011100100110100101100011
00011101011101110010101101110010100101011100100110111101110101011110011,fail,00011101011101110010101101110010100101011100100110111101110101011110011
1101110101110110001010110111001010010101110011,ok,
11001100011101110010101101110011100101011100110110100101110011,ok,
01011100011101100010101101110011100101011101000110100101100011,ok,
11011100011101100010101101110011100101011101000110100101100011011110011,ok,
010011010111011100101011011100111001010111011001100001,ok,
100011010111011100101011011100111010010111010101110011,ok,
010011010111011000101011011100101011110110110101100101,fail,010011010111011000101011011100101011110110110101100101
1000110001110110001010110111001111001001100101,ok,
100011000111011100101011011100101100100110010101110011,ok,
010111000111011000101011011100111101000110110001100101,fail,010111000111011000101011011100111101000110110001100101
0101110001110111001010110111001011010001101100011001010110110100110000101101110,fail,0101110001110111001010110111001011010001101100011001010110110100110000101101110
110011000111011100101011011100101101000110110001111001,ok,
10001100011101110010101101110011110101011010010110111001100101,fail,10001100011101110010111101110011110101011110010110111001100001
01011100011101100010101101111,ok,
000011000111011100101011011110101001110111001001100001011100000111010000110100101100011,ok,
0101110101110110001010110111101010011101110010011000010111000000110100001101001011000110110000101101100,fail,1101110101110110001010110111101011111101110010011000010111000000110100001101001011000110110000101101100
1000110101110111001010110111101010011101110010011000010111000000110100001111001,ok,
000111000111011000101011011110101011000110111101100111011010010111000110110000101101100,fail,000101000101001000101011011110101011000110111101100111011010010111000110110000101101100
01001100011101110010101101111011101100011011110110011101111001,ok,
00001101011101110010101101111010101101011001010111010001110010011111001,fail,00001101011101110010101101111010101101011001010111010001110010011111001
010011000111011100101011011110101100100110011101100101,ok,
01001101011101100010101101111011110010011001110110100101100001,ok,
000011010111011000101011100100111000010110110001100100,ok,
000011000111011000101011100100101011010110000101101110,ok,
01011101011101110010101110010011101101011000010110111001111001,fail,01011101011101110010101110010011101101011000010110111001111001
00011100011101100010101110100,ok,
11001101011101110010101110100010110011,ok,
10011100011101110010101110100011110100011010010110111001100111,fail,10011100011101110010101110100011110100011010010110111001100111
100111010111011100111,ok,
0001110101110111010000110000101110111001100001,fail,0001110101110111010000110000101110111001100001
0100110101110110010000110111101011001101110100,ok,
10011101011101100100001111010,ok,
000011010111011001001,ok,
1000110001110110010010110000101010111001110100,ok,
100011000111011101001011000010111011100111010001110011,fail,100011000111011101001011000010111011100111010001110011
0101110101110110010010110001001011001001100001011011000111010001110000101110010,fail,0101110101110110010010110001001011001001100001011011000111010001110000101110010
010011000111011101001011000100111100110110111101101110,fail,010011000111011001001011000100111110110110111101100110
00001100011101100100101100110,fail,00001100011101100100101100110
00001101011101110100101100110011110100,ok,
0000110001110111010010110011001011010001110011,fail,0000110001110111010010110011001011010001110011
10011101011101110100101100111,ok,
11011101011101110100101101100010100010011001010111001001110100,ok,
11001101011101110100101110010011101100,ok,
010011000111011001001011100100111011000110011001110010011010010011001010110111001100100,fail,010011000111011001001011100100111011000110011001110010011010010011001010110111001100100
1100110001110111010010111001001010110001110011,fail,1100110001110111010010111001001010110001110011
11011101011101110100101110011,ok,
10011100011101100100101110110011100101,ok,
0101110101110110010010111011001010010101101110,fail,0101110101110110010010111011001010010101101110
1001110101110110010010111011001010010101110011,fail,10011101011101100100101110100011100101011100110
110111010111011101001011101100111010010110111001100111,fail,110111010111011101001011101100111010010110111001100111
010111010111011001100,ok,
01011100011101100110001100001010100100,fail,01011100011101100110001100001010100100
100011000111011001100011000010101011100110001101100101,fail,100011000111011001100011000010101011100110001101100101
00011101011101100110001100001011110011011001110110111101110111,fail,00011101011101100110001100001011110011011001110110111101110111
1100110101110110011000110000101111001101110011,fail,1100110101110110011000110000101111001101110011
00001100011101110110001100001010110011011100110110010101110011,ok,
11001101011101110110001100101010101110,fail,11001101011101110110001100101010101110
0000110001110111011000110010101110111001101110,ok,
110011000111011101100011011110111000100110000101101100,fail,110011000111011101100011011110111000100110000101101100
1000110101110111011000110111101010001001100101,fail,1000110101110111011000110111101010001001100101
0101110001110111011000110111101011001001111001,ok,
00011100011101100110001101111010110011011100110110000101110010011111001,fail,00011100011101100110001101111010110011011100110110000101110010011111001
110111010111011001100011011110111101100110010101110011,ok,
01001101011101110110001101111011110111,ok,
10011100011101110110001110101010100011011011110111001101100101,fail,10011100011101110110001110101010100011011011110111001101100101
110011010111011101101,ok,
10011100011101110110101100010010101000,ok,
10011100011101110110101100011,ok,
01011100011101110110101110100,fail,01011100011101110110101110100
1000110101110110011100110111101010110101100101,fail,1000110101110110011100110111101010110101100101
01001101011101100111001110101,ok,
110111010111011001111,ok,
00011100011101100111101100001011101100,fail,00011100011101100111101100001011101100
0001110101110110011110110000101010110001110011,fail,0001110101110110011110110000101010110001110011
10011100011101100111101100001011110100,ok,
11001101011101110111101100100,ok,
00011100011101100111101100100010110011,fail,00011100011101100111101100100010110011
10001101011101110111101100101010110011,ok,
1001110001110111011110110100101110111001100111,fail,1001110001110111011110110100101110111001100111
11001101011101110111101101100010100100,ok,
110011010111011001111011011000111001000110010101101110,fail,110011010111011001111011011000111001000110010101101110
01011101011101110111101101100011100110,ok,
10001100011101100111101101110011100101,ok,
0101110101110110011110110111001110111001100001,fail,0101110100110110011110110111001100111001101001
01001101011101110111101101111010100100,fail,01001101011101110111101101111010100100
0100110001110111011110110111101110010001110011,ok,
000111010111011101111011011110101001110110110001100101,fail,000111010111011101111011011110101001110110110001100101
100011010111011001111011100100111001000110111101101110,ok,
10001101011101110111101110010011100101,ok,
01001100011101100111101110010011100111011001010110111101110101011110011,ok,
100011000111011001111011100110101100000110010101101100,fail,100011000111011001111011100110101100000110010101101100
000011000111011101111011100110111100110110100101110000,ok,
01001100011101100111101110100,fail,01001100011101100111101110100
100011010111011101111011101000101010000110100101100011,ok,
00001101011101110111101110100011101111,ok,
1001110001110111011110111010001011010001100001,ok,
010011010111011001111011101000101101000110010101101110,ok,
01001101011101100111101110101010110010011011010110010101110100,ok,
01011101011101110111101110110,ok,
110111010111011001111011101100111001010111001001101110011000010111011100110001101100101,fail,110111010111011001111011101100111001010111001001101110011000010111011100110001101100101
0000110101110111011110111011001010010101110010011011100110100100110111001100111,fail,1000110101110111011110111011001010010101110010000011100110100100110111001100111
110111000111011001111011101100111001010111001001101110011011010111001010110111001110100,ok,
1000110101110111011110111011001110010101110010011011100110110100110010101101110011101000110000101101100,fail,1000110100110111011110011011101110010101110010011011100110110100110010101101110011101000110000101101100
01011101011101110111101110110011100101011100100110111001101101001100101011011100111010001110011,ok,
00011100011101110111101110110010100101011100100110111001101111001110010,fail,00011100011101110111111110110010100111011100100110011001101111001110010
01011100011101100111101110110011110100,ok,
010111010111011110000,ok,
00001100011101111000001101100,ok,
10001101011101101000001110011,ok,
010011010111011010010,fail,010011010111011010010
11001100011101101001001100001010100010,ok,
0101110001110110100100110000101110001101100101,fail,0101110001110110100100110000101110001101100101
01001100011101101001001100001010100100,ok,
1000110001110110100100110000101010010001100101,ok,
100011000111011110010011000010111001000110010101110011,fail,100011000111011110010011000010111001000110010101110011
1100110001110111100100110000101010010001110101011000010110110001110110001111001,fail,1100110001110111100100110000101010010001110101011000010110110001110110001111001
01001101011101111001001100001010100100011101010110000101110100001100101,ok,
0001110001110111100100110000101010010001110101011000010111010001110010101100100,ok,
1100110001110111100100110000101010010001110101011000010111010001110010101110011,fail,1100110001110111100100110000101010010001110101011000010111010001110010101110011
000111010111011010010011000010101001000111010101100001011101000111010010110111101101110,fail,000111010111011010010011000010101001000111010101100001011101000111010010110111101101110
010011010111011110010011000010101010000110000101101101,fail,010011010111111110010011000010101011000100000101101101
0000110101110110100100110000101010100101101110,ok,
01011101011101111001001100001010101101011011010110000101110010,ok,
1101110101110110100100110000101110110101110011,ok,
1000110101110110100100110000101110111001100100,ok,
010011010111011010010011000010111011100110010001100101,fail,010011010111011010010011000010111011100110010001100101
100011010111011110010011000010101011100110111001111001,fail,100011110111011110010011000010101011100110111001110101
1100110001110110100100110000101010111001110100,fail,1100110001110110100100110000101010111001110100
10011101011101111001001100001011101110011101000110010101100100,fail,10011101011101111001001100001011101110011101000110010101100100
110011000111011110010011000010111011100111010001110011,ok,
0101110101110110100100110000101111000001101000,fail,0101110101110110100100110000101111000001101000
00001101011101101001001100001011110000011010000110100101100011,ok,
0101110101110110100100110000101111000001101000011010010110001101110000101101100,ok,
10001101011101101001001100001011110000011010000110100101100011011110011,fail,10001101001101111001001101001011110000011010000110100101100011011110011
010111010111011110010011000010101100000110100001110011,ok,
11011100011101101001001100001010110011,ok,
1101110101110110100100110000101111001101110011,ok,
00001101011101111001001100001010110100011001010110011001110101001101100,fail,00001101011101111001001100001010110100011001010110011001110101001101100
000111000111011110010011000010101101000110100101110011,fail,000111000111011110010011000010101101000110100101110011
01001101011101101001001100001010110100011101010110100101110100,fail,01001101011101001001000000001010110100011101010110100101110100
0101110001110110100100110000101011011001100101,ok,
00001101011101111001001100001011110110011010010111010001111001,ok,
10001100011101101001001100001010111001,ok,
0001110101110111100100110010101010000101110100,fail,0001110101110111100100110010101010000101110100
10001101011101111001001100101010100001011101000110010101110010,ok,
01001100011101101001001100101011100001011101000110010101110011001110100,ok,
00011100011101101001001100101011100001011101000110110001111001,fail,00011100010101101001001100101011100001011101000100110001101001
010111010111011110010011001010111001010110001101100101,ok,
0101110001110111100100110010101010010101101011,fail,0101110001110111100100110010101010010101101011
0001110001110111100100110010101010010101101110,fail,0001110001110111100100110010101010010101101110
110111000111011110010011001010101001010110111001100101,fail,110111000111011110010011001010101001010110111001100101
100011010111011010010011001010111001010110111001101000011011110011101010111001101100101,ok,
010111010111011110010011001010101001010110111001110011011000100011011110111001001101111,fail,110111010111011110010011001010101001010110111001110011000000100011011110111001001101111
00001100011101101001001100101010100101011101000110100101101110011100111,ok,
1000110101110110100100110010101010010101110100011010010110111000110011101110011,ok,
01001101011101111001001100101010100111,ok,
11011100011101101001001100101011100111011011110111001001111001,fail,11011100011101101001001100101011100111011011110111001001111001
01001101011101111001001100101011101110011000010110010001100001,fail,01001101011101111001001100101011101110011000010110010001100001
00001101011101111001001100101011110111,ok,
01001101011101111001001100101010111001,ok,
00001101011101111001001101001010100100,ok,
01001100011101101001001101001010100110011001100110100101101110,ok,
1001110101110111100100110100101110110001101100,ok,
01011101011101111001001101001010110000,fail,01011101011101111001001101001010110000
11001100011101101001001101111010100011011001010111001001111001,fail,11001100011111101101001101111010100011011000010111101001111001
010111000111011110010011011110101011110111011001100101,ok,
0100110001110111100100110111101111001101110011,ok,
100111000111011010010011011110101101010110111001100100,ok,
10011101011101111001001101111011110101011011100110010001110011,ok,
11011100011101101001001101111010110101011011100110010001110111011100001011101000110010101110010,fail,11011100011101001001001101111010110111011111100110010001110111011100001011101000110010101110010
0000110001110111100100110111101111010101110000,fail,0000110001110111100100110111101111010101110000
000011000111011010010011011110101101010111000001110011,ok,
1100110101110111100100110111101011011001100101,fail,11001101011101111001001101111000110111011001010
01011101011101111001001101111011110111,ok,
11011100011101111001001101111011110111011010010110111001100111,ok,
1001110001110111100100110111101011011101101110,ok,
0101110001110111100100110111101011011101110011,fail,0101110001110111100100110111101011011101110011
110011010111011010010011011110101101110111010001101000,ok,
110111010111011110011,ok,
00011101011101101001101101101,ok,
01001100011101111001101110100,ok,
100111010111011010100,ok,
10001101011101111010001101011,ok,
10011100011101111010101100001010101101,ok,
0000110101110110101010110000101111001001100001011011100111010000110010101100101,ok,
010111010111011110101011000010111100100110000101101110011101000111001010110010101100100,fail,010111010111011110101011000010111100100110000101101110011101000111001010110010101100100
100011010111011110101011000010111100100110000101101110011101000111001010110010101110011,fail,100011010111001110101110000010111100100110000101101110011101000111001010110010101110011
0101110101110111101010110000101011001001100100,ok,
10001100011101101010101100001011110010011001000110100101100001011101110,ok,
010111010111011010101011000010111100100110010001110011,fail,010111010111011010101011000010111100100110010001110011
0000110001110111101010110000101111010001100101011011010110000101110110001100001,fail,0000110001100011101010110000101101110001100101011011010110000101110110001100001
0101110001110110101010110010101111001101110011,ok,
1000110101110110101010110010101011001101110100,ok,
1001110001110111101010110010101111001101110100011000100110111101110111101101011,fail,1001110001110111101010110010101111001101110100011000100110111101110111101101011
100011010111011110101011001010111100110111010001110011,fail,100011010111011110101011001010111100110111010001110011
00001100011101111010101101001,fail,00001100011101111010101101001
10011100011101111010101101001010100100011000010110111001100011001100101,fail,10011100011101111010101101001010100100011000010110111001100011001100101
1000110101110110101010110100101010010001100101,ok,
000111010111011110101011010010111001000110010101100100,ok,
110111010111011110101011010010101001000110010101101100011010010011011100110010101110011,fail,110111010111011110101011010010101001000110010101101100011010010011011100110010101110011
100011010111011110101011010010111001000110010101110011,ok,
0001110001110110101010110100101010110001100100,ok,
000011010111011110101011010010101011000111010001111001,fail,0000110101110111111010110100101010110001110100111110010
000011010111011110101011010010111011100110010101100001,fail,000011010111011110101011010010111011100110010101100001
100011000111011010101011010010101101000110000101110010,fail,100011000111011010101011010010101101000110000101110010
10001101011101111010101101001011110100011000010111001001110011,ok,
10001101011101101010101101100011100110,ok,
01001101011101101010101101110,ok,
10011100011101111010101101110010110011,ok,
00011101011101101010101110010010110101,fail,00011101011101101010101110010010110101
10001101011101101010101111001,ok,
100111010111011010101011110010101000010110111001100001,ok,
01011100011101111010101111001010110011,ok,
01001101011101101100101101101,ok,
00011101011101101101001101001010110000,ok,
010011011000,ok,
010111011000011100001,fail,010111011000011100001
10001100100001100000101100010010101001011101000110000101110100,ok,
100011001000011000001011000100101010010111010001110011,ok,
01011101100001100000101100011010101011,ok,
110011011000011000001011000110101010110110010101110010,ok,
01001101100001100000101100100,ok,
11011101100001100000101101001011110010,ok,
1000110010000110000010110100101011001001111001,ok,
0100110110000110000010110100101111010001101001,fail,0100110110000110000010110100101111010001101001
11011101100001100000101101100011100110,fail,11011101100001100000101101100011100110
00001100100001110000101101100010100110011000110110111101101101,fail,00001100100001110000101101100010100110011000110110111101101101
00011101100001110000101101100010101001011001100110000101111000,ok,
10001101100001100000101101100011101100,ok,
0101110010000110000010110110001110110001101111011101110110010101110010101101110,fail,0101110010000110000010110110001110110001101111011101110110010101110010101101110
01001101100001100000101101100011101111,fail,010011011000010000001011011000111010110
10011101100001100000101101101,ok,
11011100100001100000101101101010100010011101010111001001100111,ok,
01011100100001110000101101101011101001011011000111010001101111011101110,ok,
110111001000011100001011011010101011010110010101110010,fail,110111001000011100001011011010101011010110010101110010
0000110110000110000010110110101011000001110011011010000110100100111001001100101,fail,0000110110000110000010110110101011000001110011011010000110100100111001001100101
00001101100001100000101101101011110000011101000110111101101110,ok,
01011100100001110000101101110010100100,fail,01011100101101110000101101110010000101
01001100100001110000101101110011100100011000100110000101100111011110011,ok,
00011101100001110000101101110011100100011000100110111101101111011101011,ok,
000011001000011000001011011100111001000110010101100100,fail,000011001000011000001011011100111001000110010101100100
11011101100001110000101101110011100100011010000110010101101100011100100,ok,
0101110010000111000010110111001110010001101000011001010110110000110010001110011,fail,0101110010000111000010110111001110010001101000011001010110110000110010001110011
00001101100001100000101101110011100100011010100110111101100010,ok,
10001101100001100000101101110011100100011010100110111101100010011110011,fail,10011101100001100000101101110011100100011110110110111101100010011110011
110011001000011100001011011100101001000110110001100101,ok,
01011101100001100000101101110011100100011011000110010101100100,fail,01011101100001100000101101110011100100011011000110010101100100
11001101100001100000101101110011100100011011000110010101110011,fail,11001101100001100000101101110011100100011011000110010101110011
00001101100001100000101101110011100100011011000110100101101110011100111,fail,00001101100001100000101101110011100100011011000110100101101110011100111
10011100100001110000101101110011100100011011010110000101100100001100101,ok,
0101110110000111000010110111001110010001110011,fail,0101110110000111000010110111001110010001110011
0000110110000111000010110111001110010001111001,fail,0000110110000111000010110111001110010001111001
10011100100001110000101101110010100111,ok,
00011101100001110000101101110010100111011010010110111001100111,ok,
11001100100001110000101101110010110011,ok,
110011001000011000001011011100111100110110010101101110,ok,
000111001000011000001011100000111100000110010101101110,fail,000111001000011000001011100000111100000110010101101110
10001100100001100000101110000011110000011001010110111001100101011100100,fail,10001100110001100010101100000011110000011001010110111001100101011100100
1100110110000110000010111000001111000001100101011011100110100100110111001100111,fail,1100110110000110000010111000001111000001100101011011100110100100110111001100111
00011101100001110000101110000010110000011001010110111001110011,fail,00011101100001110000101110000010110000011001010110111001110011
0000110110000110000010111000001111000001101001011011100110010100111001101110011,fail,0000110110000110000010111000001111000001101001011011100110010100111001101110011
0100110110000111000010111000001111000001111001,ok,
000111001000011000001011100100111000010111001101110011011011010111001010110111001110100,ok,
000111011000011000001011100100101000100110111101110010,ok,
10011101100001110000101110010011100010011011110111010101110010,ok,
01011101100001100000101110010010100100,fail,01011101100001100000101110010010100100
01011101100001100000101110010010100100011000110110111101110010001100101,ok,
0001110010000111000010111001001110010001100011011011110111011000110010101110010,fail,00011100100001110000001110010011100100011000110110111101110110001100101011000100
110011011000011000001011100100101001000110010101110010,fail,110011011000011000001011100100101001000110010101110010
010111011000011100001011100100111001000110110001111001,ok,
01001101100001110000101110010011100100011101110110000101110010001100101,fail,01001101100001110000101110010011100100011101110110000101110010001100101
00011101100001100000101110010010100100011101110110111101101111011100100,fail,00011101100001100000101110010010000100011101010110011101101111111100100
000011011000011100001011100100101011000110010101111001,ok,
11001101100001100000101110010010101101,ok,
00011101100001110000101110010011101101011001100111010101101100,fail,00011101100001111000101110010010101101011001100101010101101100
11001100100001100000101110010010101101011011110110111001111001,ok,
100111011000011100001011100100101011110110110001100100,ok,
100111011000011000001011100100101100000110010101110010,fail,100111011000011000001011100100101100000110010101110010
100011011000011100001011100100101100100110100101110011,fail,100011011000011100001011100100101100100110100101110011
00001101100001110000101110010010110010011010010111001101101111011101110,fail,00001101100001110000101110010010110010011010010111001101101111011101110
1100110010000110000010111001001011001001111001,ok,
00011101100001100000101110010011110100,fail,00011101100001100000101110010011110100
10001101100001100000101110010011110100011001100110111101110010011100100,ok,
10011101100001110000101110010010110110011000010111001001100100,ok,
10011101100001110000101110010011110110011001010111001101110100,ok,
000111011000011100001011100100111101100110010101111001,fail,000111111000011100001011100100111101100010010111111001
10001101100001100000101110011,fail,10001101100001100000101110011
00011100100001110000101110011010101000,ok,
11001100100001110000101110100,ok,
11011101100001100000101110100011100101,fail,110111011000011000001011001000111101010
00011101100001100000101110100010110011,ok,
11001100100001110000101110110011100101,ok,
0000110110000111000010111011001010010101101110,ok,
100011011000011000001011101100111010010110111001100111,ok,
010011011000011000001011101110101000010110100101101001,ok,
10001100100001110000101110111011100001011010010110100101100001011101110,fail,10001100100001110000101110110011100001011010000110000101100001011101110
00011101100001100000101110111010101011,ok,
11011101100001100000101111001,fail,11011101101001100000100111011
1100110110000111000010111100101010010101110011,ok,
100111001000011000001011110100111000010111001001100100,fail,100111001000011000001011110110111000010111101001100101
1100110110000110000010111101001110000101110010011001000110111100111010101110011,fail,1100110110000110000010111100001110000101111010011001001110111100111010101110011
10011101100001110000101111010010100001011100100110010001110011,ok,
110111011000011100010,ok,
010011011000011000011,ok,
000011011000011100100,ok,
00001101100001100010001110100010110110,ok,
100111011000011000101,ok,
10011100100001100010101100001010100100,ok,
110011001000011100101011000010111001000110010101100100,ok,
000011001000011000101011000010101001000110010101110010,ok,
00001101100001110010101100001011100100011001010111001001110011,ok,
00011101100001100010101100001010100100011010010110111001100111,ok,
10011101100001110010101100001011100100011011000110100101101110001100101,ok,
0001110010000111001010110000101110010001101100011010010110111001110010101110011,fail,0001110010000011001010110000101110010001101100011010010110111001110010000110011
100111011000011000101011000010101001000111000001101000011011110011011100110010101110011,fail,100111011000011000101011000010101001000111000001101000011011110011011100110010101110011
1100110110000110001010110000101110010001110001011101010110000101111001001110100011001010111001001110011,ok,
1001110110000110001010110000101110010001110011,fail,1001110110000110001010110000101110010001110011
10001101100001100010101100001011100100011100110110010101110100,ok,
11011101100001100010101100001011101100011010010110111001100111,ok,
110011001000011100101011000010101011000111010001101000,ok,
010011001000011100101011000010101011000111010001101000011000110111000010111001001100101,ok,
10011101100001100010101100001011101100011101000110100001111001,fail,10011101100001100010101100001011101100011101000110100001111001
01011100100001100010101100001011110010,ok,
1100110110000110001010110000101011001001100100,fail,1100110110000110001010110000101011001001100100
11011101100001100010101100001011110010011010010110111001100111,fail,11011101100001100010101100001011110010011010010110111001100111
01011101100001100010101100001011110010011010010110111001100111011110011,fail,01011101100001100010101100001011110010011010010110111001100111011110011
1000110010000110001010110000101111001001110100,ok,
100011001000011100101011000010101100100111010001110011,ok,
11011100100001100010101100001011110100,ok,
100011001000011100101011000010101101000110010101100100,ok,
010011001000011000101011000010111101000110010101110010,ok,
1001110110000110001010110000101011010001101000,ok,
00001101100001100010101100001010110100011010000110010101110010,fail,00001101100001100010101100001010110100011010000110010101110010
01011101100001100010101100001011110100011010010110111001100111,ok,
010011001000011100101011000010111101100110010101101110,fail,010011001000011100101011000010111101100110010101101110
01011101100001110010101100001011110110011010010110110001111001,ok,
0001110110000110001010110000101111011001111001,ok,
000011001000011000101011000100111100100110010101110111,fail,000011001000011000101011000100111100100110010101110111
10011101100001110010101100101011101100,fail,10011101100001110010101100101011101100
100011001000011100101011010010111001110110100001110100,fail,100011001000011100101011010010111001110110100001110100
10001101100001100010101101001010100111011010000111010001110011,fail,10001101100001100010101111001010100111010010000011010001110011
10001101100001110010101101100010100100,fail,10001101110101110010101101100011100101
0001110010000111001010110110001010010101101110,ok,
110011001000011000101011011000111001010110111001100001,ok,
010111001000011000101011011000101010010110001101101111011100000011101000110010101110010,fail,0101110010000110001010110110001010100100100011011011110111000000111010001101101011100100
01001101100001110010101101100011101100,ok,
1101110110000111001010110110001110110001101111,ok,
000011011000011100101011011000101011010110010101110100,ok,
11011101100001110010101101100010110000,fail,11011101100001110010101101100010110000
100011011000011000101011011000111100000110010101100100,ok,
00001101100001100010101101100011110000011001100111010101101100,fail,00001101100001100010101101100011110000011001100111010101101100
01011100100001110010101101100010110000011010010110111001100111,ok,
1101110010000111001010110110001111000001110011,ok,
1000110010000110001010110111001110001101100101,ok,
1101110010000111001010110111001110010001100101011100100111001101110111101101110,ok,
0000110110000110001010110111001011001001111001,fail,0000110110000110001010110111001011001001111001
000111011000011000101011011100101101000110000101101001,ok,
0101110110000110001010111000001010000101110100011010010111010001110100101110011,fail,0101110110000110001010111000001010000101110100011010010111010001110100101110011
11011100100001100010101110010,ok,
000111011000011000101011100100111000010110110001100100,fail,000111011000011000101011100100111000010110110001100100
00011101100001110010101110010010100010,ok,
100111001000011100101011100100111000100110000101101100,ok,
0001110010000111001010111001001110001001110011,ok,
11001101100001110010101110010011100101,ok,
100011001000011000101011100100111001010110001001111001,fail,100011001000011000101011100100111001010110001001111001
000111011000011000101011100100101001010110100101101110,ok,
11001100100001110010101110010011101001011101000110000101100111001100101,ok,
10011101100001110010101110010011101111,fail,10011101100001110010101110010011101111
010111011000011000101011100100101011110110010101110011,ok,
10011101100001110010101110010010110011011001010110110001100110,fail,10011101100001110010101110010010110011011001010110110001100110
11001101100001110010101110111011101100011001010111010001110100,ok,
00011101100001110010101111001,ok,
100011011000011101000,ok,
000111011000011001001,ok,
010011001000011101001011001000111001000110010101101110,fail,011011001000011101000111001000111001000110010101101110
00011100100001100100101100100011100101,ok,
1100110110000111010010110010101011001001100001011100100110001100110100001111001,ok,
00011100100001100100101100111010101000,ok,
100011001000011001001011001110101010000110010101110010,ok,
00001100100001110100101100111011101000011001010111001101110100,ok,
00001101100001100100101100111010101000011011000110000101101110011100100,ok,
0100110110000111010010110011101110100001101100011010010110011101110100001110100,fail,0100110110000111010010110011101110100001101100011010010110011101110100001110100
10011100100001100100101100111011101000011011000110100101100111001101000011101000110010101100100,fail,10011100100001100100100100111011101010011011000111100101100111001101000011101000110010101100100
110011011000011001001011001110111010000110110001101001011001110011010000111010001110011,fail,110011011000011001001011001110111010000110110001101001011001110011010000111010001110011
000111001000011101001011001110111010000110110001111001,fail,000111001000011101001011001110111010000110110001111001
0001110110000110010010110011101110100001110011,ok,
10001101100001100100101100111010101000011101110110000101111001,fail,10001101100001100100101100111010101000011101110110000101111001
00001101100001100100101100111010101000011101110110000101111001011110011,fail,00001101100001100100101100111010101000011101110110000101111001011110011
010111011000011101001011010110111010010110111001100111,ok,
11001101100001110100101101100011101100,ok,
1100110010000111010010110110001010110001110011,ok,
000111011000011001001011011000101101000110111101101110,ok,
11011101100001110100101101101,fail,110111001000011101001111011010
10011100100001100100101101101010110011011001010110110001100110,ok,
1001110110000110010010110111001110010001110101,ok,
01011100100001100100101101110011110100,ok,
0101110110000110010010110111001011010001110011,ok,
01001101100001110100101110000,ok,
01001101100001110100101110010011100101,ok,
1101110010000111010010111001001010010101100100,fail,1101110010000111010010111001001010010101100100
000011001000011001001011100100111010010110111001100111,ok,
11001101100001110100101110011,ok,
10011101100001110100101110011010110000011000010110111001101001001100011,fail,10011101100001110100101110011010110000011000010110111001101001001100011
11001100100001100100101110011011110100,ok,
01011100100001100100101110011011110100011011110111001001101001001100011,ok,
000011011000011001001011100110111101000110111101110010011010010111000110110000101101100,fail,000011011000011001011011100110111101000110111101110010011010010011000110110000101100100
01011101100001110100101110011010110100011011110111001001111001,fail,01011101100001110100101110011010110100011011110111001001111001
10001100100001100100101110100,fail,10001100100001100100101110100
10011101100001100100101110100011100001011000110110100001101001,ok,
