original,result,corrected
10001101010001100100101100101011110100011000010111001001111001,fail,10001101010001100100101100101011110100011000010111001001111001
00001101010001110100101100110011100110,fail,00001101010001110100101100110011100110
100111010100011101001011001100111001100110010101110010,ok,
100011010100011101001011001100111001100110010101110010011001010111011100110001101100101,fail,100011010100011101001011001100111001100110010101110010011001010111011100110001101100101
00001100010001100100101100110011100110011001010111001001100101001101110011000110110010101110011,ok,
1101110101000111010010110011001110011001100101011100100110010101110111001110100,fail,1101110101000111010010110011001110011001100101011100100110010101110111001110100
1000110001000110010010110011001110011001100101011100100110010100110111001110100011010010110000101101100,fail,10001100010001100100101100110011100110011001010111001101100101001101110011101000110100101100011011011000
01011100010001100100101100110011100110011001010111001001100101001101110011101000110110001111001,fail,01011100010001100100101100110011100110011001010111001001100101001101110011101000110110001111001
0000110001000110010010110011001010011001101001011000110111010100110110001110100,fail,0000110001001110010010110011001010011001101001011000110111010100111110001110110
0000110001000110010010110011001110011001101001011000110111010101110110001110100011010010110010101110011,fail,0000110001000110010010110011001110011001101001011000110111010101110110001110100011010010110010101110011
110011000100011101001011001100101001100110100101100011011101010111011000111010001111001,fail,110011000101011101001011001100101000100010100101100011011101010111011000111010001111001
0000110001000111010010110011001010011001110011,ok,
01001101010001110100101100111,fail,01001101010001110100101100111
100011010100011001001011001110101001010111001101110100,ok,
0101110001000110010010110011101110100101110100,fail,0101110001000110010010110011101110100101110100
11011100010001110100101100111010101001011101000110000101101100,fail,11011100010001110100101100111010101001011101000110000101101100
0101110101000111010010110110001010010001101111,ok,
010111010100011001001011011000111001000110111101110011,ok,
00011101010001110100101101101,ok,
0000110001000111010010110110101110010101101110011100110110100101110111101101110,fail,0000110001000111010010110110101110010101101110011100110110100101110111101101110
01011100010001100100101101101011100101011011100111001101101001001101111011011100110000101101100,ok,
100011000100011001001011011010111001010110111001110011011010010011011110110111001110011,ok,
110011010100011101001011011100111010010110111001100111,ok,
000111000100011001001011011100101011100110010101110010,fail,0001110001000110110010110111001010111001100101111100100
10001101010001110100101110000,ok,
01001101010001100100101110000011101100011011110110110101100001,ok,
10011100010001100100101110010,fail,10111100010001110110101110010
000111010100011101001011100100111001010110001101110100,ok,
10001101010001110100101110010011100101011000110111010001100101011100100,fail,10001101000001110100101110010011100101011000110011010001110101011100100
1101110001000111010010111001001110010101100011011101000110100101110111101101110,ok,
010111000100011001001011100100111001010110001101110100011010010011011110110111001110011,fail,010111000100011001001011100100111001010110001101110100011010010011011110110111001110011
0100110101000111010010111001001110010101100011011101000110100101111011001100101,fail,01001101110001110100001110010011100101011000110111010001101001011110111011001010
10001101010001110100101110010011100101011000110111010001101100011111001,fail,10001101010001110100101110010011100101011000110111010001101100011111001
11011101010001110100101110010011100101011000110111010001101111001110010,fail,110111010100011101001011100100111001000100001101110100011011110011100000
11011100010001100100101110010011100101011000110111010001101111011110010011010010110010101110011,fail,11111100010001100100101110010011010101011000110111010001101111011110010011010010110010101110011
0101110001000111010010111001001110010101100011011101000110111101111001001110011,fail,0101110001000111010010111001001110010101100011011101000110111101111001001110011
0001110001000111010010111001001110010101100011011101000110111101111001001111001,fail,0001110001000111010010111001001110010101100011011101000110111101111001001111001
10011101010001110100101110010011110100,fail,10011101010001110100101110010011110100
1100110001000111010010111001001011010001111001,ok,
00001101010001110100101110011,fail,00001101010001110100101110011
1100110101000110010010111001101010000101100010011010010110110001110100101110100011010010110010101110011,ok,
000011010100011101001011100110111000010110001001101001011011000111010010111010001111001,ok,
10001101010001100100101110011011100001011000100110110001100101,ok,
11011101010001100100101110011011100001011000100110110001100101011100100,ok,
01001101010001100100101110011011100001011001110111001001100101001100101,ok,
1100110001000111010010111001101110000101110000011100000110111100110100101101110011101000110010101100100,fail,1100110001000111010010111001101110000111110000011100000110111100100100101101110011101000110010101100000
01001101010001100100101110011011100001011100110111010001100101001110010,ok,
10011100010001100100101110011011100011,ok,
0000110101000111010010111001101110001101101000011000010111001001110011101100101,fail,0000110101000111010010111001101110001101101000011000010111001001110011101100101
1000110101000110010010111001101110001101101001011100000110110001110100101101110011000010111001001111001,fail,1000110001000111010010101001101110001101101001011100000110110001110100101101110011000010111001001111001
100011010100011101001011100110101000110110100101110000011011000111010010110111001100101,ok,
00001100010001100100101110011010100011011010010111000001101100001101001011011100110010101110011,fail,00001100010001100100101110011010100011011010010111000001101100001101001011011100110010101110011
010011000100011101001011100110101000110110110001100001011010010111011010110010101110010,fail,010011000100011101001011100110101000110110110001100001011010010111011010110010101110010
11001101010001100100101110011010100011011011000110000101101001001101101011001010111001001110011,fail,11001001010001100100101110011010100011011011000110000101101001001101101001001000111001001110011
11011101010001110100101110011010100011011011000110111101110011001100101,ok,
110011010100011101001011100110101000110110110001101111011100110111101010111001001100101,ok,
0000110001000110010010111001101110001101101111,fail,0000110001000110010010111001101110001101101111
11011101010001100100101110011011100011011011110111010101101110001110100,ok,
000011010100011101001011100110111000110110111101110101011011100111101000110010101100100,fail,000011010100011101001011100110111000110110111101110101011011100111101000110010101100100
0101110001000110010010111001101110001101101111011101010110111001111010001110011,fail,0101110001000110010010111001101110001101101111011101010110111001111010001110011
11011100010001110100101110011010100011011011110111011001100101001110010,fail,01011100010001110100110110011010100011011011110111011001100101001110010
000011000100011001001011100110101000110110111101110110011001010111100100110010101100100,ok,
0001110101000111010010111001101010001101101111011101100110010101111001001111001,fail,0001110101000111010010111001101010001101101111011101100110010101111001001111001
